,Name,Population,Sq Mi,X,Y,Zip Code,Date,Total Case
349,Getzville,8374,3.8,43.0269,-78.762,14068,6/14/20,180
350,Glenwood,678,5.42,42.6057,-78.6191,14069,6/14/20,3
351,Gowanda,7706,44.41,42.44377,-78.90769,14070,6/14/20,12
352,Grand Island,20809,33.26,43.0119,-78.9559,14072,6/14/20,89
353,Hamburg,43111,38.97,42.716,-78.82434,14075,6/14/20,210
354,Holland,4460,50.61,42.6405,-78.5435,14080,6/14/20,19
355,Irving,3204,40.63,42.4617,-79.027,14081,6/14/20,5
356,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,6/14/20,19
357,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,6/14/20,184
358,Lawtons,1086,22.21,42.5386,-78.9061,14091,6/14/20,3
359,Marilla,1244,4.86,42.8368,-78.5573,14102,6/14/20,6
360,North Collins,3482,32.93,42.581,-78.8707,14111,6/14/20,12
361,Orchard Park,30810,40.39,42.7429,-78.7569,14127,6/14/20,200
362,Sardinia,139,2.42,42.5276,-78.5045,14134,6/14/20,1
363,South Wales,2371,23.28,42.69757,-78.5433,14139,6/14/20,1
364,Springville,7799,73.22,42.5329,-78.7157,14141,6/14/20,42
365,Strykersville,1405,26.97,42.7296,-78.41938,14145,6/14/20,0
366,Tonawanda,40850,17.07,42.99298,-78.8812,14150,6/14/20,222
367,West Falls,2270,13.31,42.7087,-78.6647,14170,6/14/20,5
368,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,6/14/20,157
369,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,6/14/20,14
370,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,6/14/20,20
371,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,6/14/20,91
372,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,6/14/20,112
373,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,6/14/20,386
374,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,6/14/20,199
375,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,6/14/20,198
376,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,6/14/20,83
377,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,6/14/20,255
378,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,6/14/20,128
379,West Side,26700,2.82,42.9166,-78.8919,14213,6/14/20,313
380,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,6/14/20,134
381,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,6/14/20,557
382,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,6/14/20,122
383,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,6/14/20,185
384,Lackawana,18590,8.07,42.8155,-78.8112,14218,6/14/20,102
385,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,6/14/20,55
386,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,6/14/20,123
387,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,6/14/20,435
388,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,6/14/20,51
389,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,6/14/20,106
390,West Seneca,41070,20.19,42.83744,-78.7429,14224,6/14/20,211
391,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,6/14/20,218
392,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,6/14/20,142
393,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,6/14/20,230
394,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,6/14/20,92
395,UB North Campus (Amherst),1670,0.97,,,14260,6/14/20,0
396,Akron,9549,59.61,43.0414,-78.4963,14001,6/15/20,38
397,Alden,12851,46.68,42.894668,-78.4833,14004,6/15/20,61
398,Angola,10113,28.86,42.6361,-79.02794,14006,6/15/20,17
399,Basom,1923,41.17,43.0811,-78.4012,14013,6/15/20,0
400,Boston,3060,23.54,42.6214,-78.7217,14025,6/15/20,9
401,Bowmansville,910,0.79,42.9441,-78.6867,14026,6/15/20,3
402,Chaffee,1867,20.9,42.5737,-78.507,14030,6/15/20,2
403,Clarence,10145,20.83,42.993,-78.607,14031,6/15/20,78
404,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,6/15/20,35
405,Colden,2396,19.96,42.6521,-78.6869,14033,6/15/20,1
406,Collins,1922,26.0,42.49089,-78.8573,14034,6/15/20,1
407,Cowlesville,1081,17.91,42.8054,-78.4507,14037,6/15/20,1
408,Depew,25714,9.15,42.89925,-78.70735,14043,6/15/20,99
409,Derby,6463,12.32,42.69266,-78.9934,14047,6/15/20,16
410,East Amherst,20690,16.19,43.0442,-78.695,14051,6/15/20,81
411,East Aurora,17482,62.71,42.775,-78.5753,14052,6/15/20,243
412,East Concord,1312,29.7,42.5468,-78.5954,14055,6/15/20,1
413,Eden,7934,48.1,42.652283,-78.89698,14057,6/15/20,19
414,Elma,9381,26.72,42.8255,-78.62666,14059,6/15/20,34
415,Getzville,8374,3.8,43.0269,-78.762,14068,6/15/20,182
416,Glenwood,678,5.42,42.6057,-78.6191,14069,6/15/20,3
417,Gowanda,7706,44.41,42.44377,-78.90769,14070,6/15/20,12
418,Grand Island,20809,33.26,43.0119,-78.9559,14072,6/15/20,91
419,Hamburg,43111,38.97,42.716,-78.82434,14075,6/15/20,210
420,Holland,4460,50.61,42.6405,-78.5435,14080,6/15/20,19
421,Irving,3204,40.63,42.4617,-79.027,14081,6/15/20,5
422,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,6/15/20,19
423,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,6/15/20,185
424,Lawtons,1086,22.21,42.5386,-78.9061,14091,6/15/20,3
425,Marilla,1244,4.86,42.8368,-78.5573,14102,6/15/20,6
426,North Collins,3482,32.93,42.581,-78.8707,14111,6/15/20,12
427,Orchard Park,30810,40.39,42.7429,-78.7569,14127,6/15/20,200
428,Sardinia,139,2.42,42.5276,-78.5045,14134,6/15/20,1
429,South Wales,2371,23.28,42.69757,-78.5433,14139,6/15/20,1
430,Springville,7799,73.22,42.5329,-78.7157,14141,6/15/20,42
431,Strykersville,1405,26.97,42.7296,-78.41938,14145,6/15/20,0
432,Tonawanda,40850,17.07,42.99298,-78.8812,14150,6/15/20,223
433,West Falls,2270,13.31,42.7087,-78.6647,14170,6/15/20,6
434,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,6/15/20,164
435,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,6/15/20,14
436,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,6/15/20,20
437,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,6/15/20,93
438,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,6/15/20,113
439,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,6/15/20,388
440,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,6/15/20,199
441,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,6/15/20,201
442,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,6/15/20,84
443,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,6/15/20,258
444,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,6/15/20,128
445,West Side,26700,2.82,42.9166,-78.8919,14213,6/15/20,319
446,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,6/15/20,134
447,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,6/15/20,564
448,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,6/15/20,122
449,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,6/15/20,185
450,Lackawana,18590,8.07,42.8155,-78.8112,14218,6/15/20,102
451,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,6/15/20,56
452,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,6/15/20,123
453,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,6/15/20,440
454,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,6/15/20,51
455,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,6/15/20,107
456,West Seneca,41070,20.19,42.83744,-78.7429,14224,6/15/20,211
457,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,6/15/20,224
458,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,6/15/20,142
459,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,6/15/20,233
460,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,6/15/20,92
461,UB North Campus (Amherst),1670,0.97,,,14260,6/15/20,0
462,Akron,9549,59.61,43.0414,-78.4963,14001,6/16/20,38
463,Alden,12851,46.68,42.894668,-78.4833,14004,6/16/20,61
464,Angola,10113,28.86,42.6361,-79.02794,14006,6/16/20,17
465,Basom,1923,41.17,43.0811,-78.4012,14013,6/16/20,0
466,Boston,3060,23.54,42.6214,-78.7217,14025,6/16/20,9
467,Bowmansville,910,0.79,42.9441,-78.6867,14026,6/16/20,3
468,Chaffee,1867,20.9,42.5737,-78.507,14030,6/16/20,2
469,Clarence,10145,20.83,42.993,-78.607,14031,6/16/20,78
470,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,6/16/20,35
471,Colden,2396,19.96,42.6521,-78.6869,14033,6/16/20,1
472,Collins,1922,26.0,42.49089,-78.8573,14034,6/16/20,1
473,Cowlesville,1081,17.91,42.8054,-78.4507,14037,6/16/20,1
474,Depew,25714,9.15,42.89925,-78.70735,14043,6/16/20,99
475,Derby,6463,12.32,42.69266,-78.9934,14047,6/16/20,16
476,East Amherst,20690,16.19,43.0442,-78.695,14051,6/16/20,81
477,East Aurora,17482,62.71,42.775,-78.5753,14052,6/16/20,243
478,East Concord,1312,29.7,42.5468,-78.5954,14055,6/16/20,1
479,Eden,7934,48.1,42.652283,-78.89698,14057,6/16/20,19
480,Elma,9381,26.72,42.8255,-78.62666,14059,6/16/20,34
481,Getzville,8374,3.8,43.0269,-78.762,14068,6/16/20,182
482,Glenwood,678,5.42,42.6057,-78.6191,14069,6/16/20,3
483,Gowanda,7706,44.41,42.44377,-78.90769,14070,6/16/20,12
484,Grand Island,20809,33.26,43.0119,-78.9559,14072,6/16/20,91
485,Hamburg,43111,38.97,42.716,-78.82434,14075,6/16/20,210
486,Holland,4460,50.61,42.6405,-78.5435,14080,6/16/20,19
487,Irving,3204,40.63,42.4617,-79.027,14081,6/16/20,5
488,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,6/16/20,19
489,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,6/16/20,185
490,Lawtons,1086,22.21,42.5386,-78.9061,14091,6/16/20,3
491,Marilla,1244,4.86,42.8368,-78.5573,14102,6/16/20,6
492,North Collins,3482,32.93,42.581,-78.8707,14111,6/16/20,12
493,Orchard Park,30810,40.39,42.7429,-78.7569,14127,6/16/20,200
494,Sardinia,139,2.42,42.5276,-78.5045,14134,6/16/20,1
495,South Wales,2371,23.28,42.69757,-78.5433,14139,6/16/20,1
496,Springville,7799,73.22,42.5329,-78.7157,14141,6/16/20,42
497,Strykersville,1405,26.97,42.7296,-78.41938,14145,6/16/20,0
498,Tonawanda,40850,17.07,42.99298,-78.8812,14150,6/16/20,223
499,West Falls,2270,13.31,42.7087,-78.6647,14170,6/16/20,6
500,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,6/16/20,164
501,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,6/16/20,14
502,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,6/16/20,20
503,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,6/16/20,93
504,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,6/16/20,113
505,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,6/16/20,388
506,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,6/16/20,199
507,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,6/16/20,201
508,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,6/16/20,84
509,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,6/16/20,258
510,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,6/16/20,128
511,West Side,26700,2.82,42.9166,-78.8919,14213,6/16/20,319
512,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,6/16/20,134
513,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,6/16/20,564
514,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,6/16/20,122
515,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,6/16/20,185
516,Lackawana,18590,8.07,42.8155,-78.8112,14218,6/16/20,102
517,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,6/16/20,56
518,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,6/16/20,123
519,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,6/16/20,440
520,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,6/16/20,51
521,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,6/16/20,107
522,West Seneca,41070,20.19,42.83744,-78.7429,14224,6/16/20,211
523,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,6/16/20,224
524,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,6/16/20,142
525,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,6/16/20,233
526,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,6/16/20,92
527,UB North Campus (Amherst),1670,0.97,,,14260,6/16/20,0
528,Akron,9549,59.61,43.0414,-78.4963,14001,6/17/20,38
529,Alden,12851,46.68,42.894668,-78.4833,14004,6/17/20,61
530,Angola,10113,28.86,42.6361,-79.02794,14006,6/17/20,17
531,Basom,1923,41.17,43.0811,-78.4012,14013,6/17/20,0
532,Boston,3060,23.54,42.6214,-78.7217,14025,6/17/20,9
533,Bowmansville,910,0.79,42.9441,-78.6867,14026,6/17/20,3
534,Chaffee,1867,20.9,42.5737,-78.507,14030,6/17/20,2
535,Clarence,10145,20.83,42.993,-78.607,14031,6/17/20,78
536,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,6/17/20,35
537,Colden,2396,19.96,42.6521,-78.6869,14033,6/17/20,1
538,Collins,1922,26.0,42.49089,-78.8573,14034,6/17/20,1
539,Cowlesville,1081,17.91,42.8054,-78.4507,14037,6/17/20,1
540,Depew,25714,9.15,42.89925,-78.70735,14043,6/17/20,99
541,Derby,6463,12.32,42.69266,-78.9934,14047,6/17/20,16
542,East Amherst,20690,16.19,43.0442,-78.695,14051,6/17/20,81
543,East Aurora,17482,62.71,42.775,-78.5753,14052,6/17/20,243
544,East Concord,1312,29.7,42.5468,-78.5954,14055,6/17/20,1
545,Eden,7934,48.1,42.652283,-78.89698,14057,6/17/20,19
546,Elma,9381,26.72,42.8255,-78.62666,14059,6/17/20,34
547,Getzville,8374,3.8,43.0269,-78.762,14068,6/17/20,182
548,Glenwood,678,5.42,42.6057,-78.6191,14069,6/17/20,3
549,Gowanda,7706,44.41,42.44377,-78.90769,14070,6/17/20,12
550,Grand Island,20809,33.26,43.0119,-78.9559,14072,6/17/20,91
551,Hamburg,43111,38.97,42.716,-78.82434,14075,6/17/20,210
552,Holland,4460,50.61,42.6405,-78.5435,14080,6/17/20,19
553,Irving,3204,40.63,42.4617,-79.027,14081,6/17/20,5
554,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,6/17/20,19
555,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,6/17/20,185
556,Lawtons,1086,22.21,42.5386,-78.9061,14091,6/17/20,3
557,Marilla,1244,4.86,42.8368,-78.5573,14102,6/17/20,6
558,North Collins,3482,32.93,42.581,-78.8707,14111,6/17/20,12
559,Orchard Park,30810,40.39,42.7429,-78.7569,14127,6/17/20,200
560,Sardinia,139,2.42,42.5276,-78.5045,14134,6/17/20,1
561,South Wales,2371,23.28,42.69757,-78.5433,14139,6/17/20,1
562,Springville,7799,73.22,42.5329,-78.7157,14141,6/17/20,42
563,Strykersville,1405,26.97,42.7296,-78.41938,14145,6/17/20,0
564,Tonawanda,40850,17.07,42.99298,-78.8812,14150,6/17/20,223
565,West Falls,2270,13.31,42.7087,-78.6647,14170,6/17/20,6
566,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,6/17/20,164
567,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,6/17/20,14
568,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,6/17/20,20
569,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,6/17/20,93
570,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,6/17/20,113
571,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,6/17/20,388
572,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,6/17/20,199
573,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,6/17/20,201
574,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,6/17/20,84
575,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,6/17/20,258
576,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,6/17/20,128
577,West Side,26700,2.82,42.9166,-78.8919,14213,6/17/20,319
578,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,6/17/20,134
579,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,6/17/20,564
580,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,6/17/20,122
581,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,6/17/20,185
582,Lackawana,18590,8.07,42.8155,-78.8112,14218,6/17/20,102
583,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,6/17/20,56
584,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,6/17/20,123
585,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,6/17/20,440
586,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,6/17/20,51
587,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,6/17/20,107
588,West Seneca,41070,20.19,42.83744,-78.7429,14224,6/17/20,211
589,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,6/17/20,224
590,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,6/17/20,142
591,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,6/17/20,233
592,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,6/17/20,92
593,UB North Campus (Amherst),1670,0.97,,,14260,6/17/20,0
594,Akron,9549,59.61,43.0414,-78.4963,14001,6/18/20,38
595,Alden,12851,46.68,42.894668,-78.4833,14004,6/18/20,61
596,Angola,10113,28.86,42.6361,-79.02794,14006,6/18/20,17
597,Basom,1923,41.17,43.0811,-78.4012,14013,6/18/20,0
598,Boston,3060,23.54,42.6214,-78.7217,14025,6/18/20,9
599,Bowmansville,910,0.79,42.9441,-78.6867,14026,6/18/20,3
600,Chaffee,1867,20.9,42.5737,-78.507,14030,6/18/20,2
601,Clarence,10145,20.83,42.993,-78.607,14031,6/18/20,79
602,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,6/18/20,35
603,Colden,2396,19.96,42.6521,-78.6869,14033,6/18/20,1
604,Collins,1922,26.0,42.49089,-78.8573,14034,6/18/20,1
605,Cowlesville,1081,17.91,42.8054,-78.4507,14037,6/18/20,1
606,Depew,25714,9.15,42.89925,-78.70735,14043,6/18/20,100
607,Derby,6463,12.32,42.69266,-78.9934,14047,6/18/20,16
608,East Amherst,20690,16.19,43.0442,-78.695,14051,6/18/20,81
609,East Aurora,17482,62.71,42.775,-78.5753,14052,6/18/20,243
610,East Concord,1312,29.7,42.5468,-78.5954,14055,6/18/20,1
611,Eden,7934,48.1,42.652283,-78.89698,14057,6/18/20,21
612,Elma,9381,26.72,42.8255,-78.62666,14059,6/18/20,34
613,Getzville,8374,3.8,43.0269,-78.762,14068,6/18/20,183
614,Glenwood,678,5.42,42.6057,-78.6191,14069,6/18/20,3
615,Gowanda,7706,44.41,42.44377,-78.90769,14070,6/18/20,12
616,Grand Island,20809,33.26,43.0119,-78.9559,14072,6/18/20,94
617,Hamburg,43111,38.97,42.716,-78.82434,14075,6/18/20,210
618,Holland,4460,50.61,42.6405,-78.5435,14080,6/18/20,19
619,Irving,3204,40.63,42.4617,-79.027,14081,6/18/20,5
620,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,6/18/20,19
621,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,6/18/20,188
622,Lawtons,1086,22.21,42.5386,-78.9061,14091,6/18/20,3
623,Marilla,1244,4.86,42.8368,-78.5573,14102,6/18/20,6
624,North Collins,3482,32.93,42.581,-78.8707,14111,6/18/20,13
625,Orchard Park,30810,40.39,42.7429,-78.7569,14127,6/18/20,201
626,Sardinia,139,2.42,42.5276,-78.5045,14134,6/18/20,1
627,South Wales,2371,23.28,42.69757,-78.5433,14139,6/18/20,1
628,Springville,7799,73.22,42.5329,-78.7157,14141,6/18/20,42
629,Strykersville,1405,26.97,42.7296,-78.41938,14145,6/18/20,0
630,Tonawanda,40850,17.07,42.99298,-78.8812,14150,6/18/20,227
631,West Falls,2270,13.31,42.7087,-78.6647,14170,6/18/20,6
632,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,6/18/20,169
633,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,6/18/20,16
634,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,6/18/20,20
635,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,6/18/20,93
636,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,6/18/20,115
637,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,6/18/20,395
638,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,6/18/20,199
639,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,6/18/20,201
640,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,6/18/20,84
641,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,6/18/20,262
642,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,6/18/20,131
643,West Side,26700,2.82,42.9166,-78.8919,14213,6/18/20,334
644,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,6/18/20,134
645,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,6/18/20,564
646,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,6/18/20,122
647,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,6/18/20,186
648,Lackawana,18590,8.07,42.8155,-78.8112,14218,6/18/20,104
649,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,6/18/20,60
650,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,6/18/20,123
651,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,6/18/20,440
652,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,6/18/20,51
653,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,6/18/20,111
654,West Seneca,41070,20.19,42.83744,-78.7429,14224,6/18/20,211
655,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,6/18/20,225
656,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,6/18/20,142
657,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,6/18/20,238
658,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,6/18/20,92
659,UB North Campus (Amherst),1670,0.97,,,14260,6/18/20,0
660,Akron,9549,59.61,43.0414,-78.4963,14001,6/19/20,38
661,Alden,12851,46.68,42.894668,-78.4833,14004,6/19/20,61
662,Angola,10113,28.86,42.6361,-79.02794,14006,6/19/20,17
663,Basom,1923,41.17,43.0811,-78.4012,14013,6/19/20,0
664,Boston,3060,23.54,42.6214,-78.7217,14025,6/19/20,9
665,Bowmansville,910,0.79,42.9441,-78.6867,14026,6/19/20,3
666,Chaffee,1867,20.9,42.5737,-78.507,14030,6/19/20,2
667,Clarence,10145,20.83,42.993,-78.607,14031,6/19/20,79
668,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,6/19/20,35
669,Colden,2396,19.96,42.6521,-78.6869,14033,6/19/20,1
670,Collins,1922,26.0,42.49089,-78.8573,14034,6/19/20,1
671,Cowlesville,1081,17.91,42.8054,-78.4507,14037,6/19/20,1
672,Depew,25714,9.15,42.89925,-78.70735,14043,6/19/20,100
673,Derby,6463,12.32,42.69266,-78.9934,14047,6/19/20,16
